time,function,request_id,ip,message,request
2024-05-19 14:19:30.929096,[proxy_fcgi:error],2d5961c5624a68983cde8f71d1919bb3,194.233.67.233:0,AH01071: Got error 'Primary script unknown',/.well-known/acme-challenge/atomlib.php
2024-05-19 14:20:19.549418,[authz_core:error],e92bde3768fbefe868a31fedd93139c2,194.233.67.233:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/cgi-bin/,
2024-05-19 14:20:56.509630,[-:error],2af6658a34be8df72ed45b617ac13c3f,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '/wp-content/uploads/$' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430061'] [msg 'Malware.Expert - Wordpress - Protect uploads diretory listing files'] [hostname 'laboratoire-orphye.org'] [uri '/wordpress/wp-content/uploads/'] [unique_id 'ZknuqCbLKrYufqdIE-d2pQAAAMI'],
2024-05-19 14:21:05.560487,[-:error],b27ebb8b8aa3f6709d8f8181ce54b1e7,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '\\/plugins\\/(wp-systemic-user|(?i)press|wp-felody|wpputty|wpyii2|wpzip|M-Shield|kingof|WPRobot3|ai-seo-fix|apikey|blnmrpb|bqxtbuu|core-stab|cve-2023-45124|file-manager-zeroday|ioptimization|loftloader.2.4.0|ph-file-manager|phoenix_|root-file-manager|t ...' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '580401'] [msg 'Malware.Expert - Wordpress - Block fake plugins'] [hostname 'laboratoire-orphye.org'] [uri '/shop/wp-content/plugins/WordPressCore/'] [unique_id 'ZknusSbLKrYufqdIE-d23wAAAM0'],
2024-05-19 14:21:06.991485,[-:error],dd6d69d62f67a494665f2406ff08469b,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '\\/plugins\\/(wp-systemic-user|(?i)press|wp-felody|wpputty|wpyii2|wpzip|M-Shield|kingof|WPRobot3|ai-seo-fix|apikey|blnmrpb|bqxtbuu|core-stab|cve-2023-45124|file-manager-zeroday|ioptimization|loftloader.2.4.0|ph-file-manager|phoenix_|root-file-manager|t ...' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '580401'] [msg 'Malware.Expert - Wordpress - Block fake plugins'] [hostname 'laboratoire-orphye.org'] [uri '/blog/wp-content/plugins/WordPressCore/'] [unique_id 'ZknuskHpE2YH2bJa05_MoQAAAFc'],
2024-05-19 14:21:31.523086,[-:error],0328487df5cc2fe1b96d5c5e75dddcfa,194.233.67.233:0,[client 194.233.67.233] ModSecurity: Access denied with code 406 (phase 2). Pattern match '\\/plugins\\/(wp-systemic-user|(?i)press|wp-felody|wpputty|wpyii2|wpzip|M-Shield|kingof|WPRobot3|ai-seo-fix|apikey|blnmrpb|bqxtbuu|core-stab|cve-2023-45124|file-manager-zeroday|ioptimization|loftloader.2.4.0|ph-file-manager|phoenix_|root-file-manager|t ...' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '580401'] [msg 'Malware.Expert - Wordpress - Block fake plugins'] [hostname 'laboratoire-orphye.org'] [uri '/wp-content/plugins/WordPressCore/'] [unique_id 'Zknuyxd2LSVAEjzF1FDHHgAAABI'],
2024-05-20 05:43:32.795031,[authz_core:error],18705446dab594b49b2335ac77df50fe,78.153.140.218:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
2024-05-20 21:18:07.889503,[authz_core:error],e521a2d663b6419acde0700616e70633,162.240.107.194:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
2024-05-22 11:21:04.601561,[autoindex:error],aef15e8ac0e44e2047c19a3bc5d4fa6c,45.134.26.11:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-22 14:25:31.368151,[authz_core:error],915952a3868553a7b76c05b90267647d,18.134.5.30:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
2024-05-23 00:49:32.696149,[autoindex:error],c527feee4f002694914afc7e96e5eae1,92.118.39.244:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-24 14:37:44.717544,[-:error],428e20bd8517346c842ef3cf5961f625,199.187.211.159:0,"[client 199.187.211.159] ModSecurity: lws-antivirus skipped, file /tmp/20240524-143744-ZlCKGLi3rdIOZz5fdHxQWQAAAMI-file-l7H5f4 size is 0 bytes [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZlCKGLi3rdIOZz5fdHxQWQAAAMI']",
2024-05-24 18:01:02.885095,[authz_core:error],0f0b1d5bc756d544fbff09733f636387,89.187.161.5:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
