time,function,request_id,ip,message
2024-05-08 06:25:58.977509,[core:error],79428565e8ed4102ea291b5052e1f07a,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.035160,[core:error],1fdce780cca1570e59094a461a844189,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.035225,[core:error],1fdce780cca1570e59094a461a844189,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.085741,[core:error],64f41dbfda1b855bed76a0938eb764d8,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.085806,[core:error],64f41dbfda1b855bed76a0938eb764d8,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.135919,[core:error],79c181082c8ed81021f9c767d6635e37,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.135975,[core:error],79c181082c8ed81021f9c767d6635e37,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.188381,[core:error],730ef9688c1fbf63681c9018d1558252,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.188445,[core:error],730ef9688c1fbf63681c9018d1558252,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.236914,[authz_core:error],154d0f7d8a726cf81ab0c5390d7c4cc2,139.162.141.82:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/.env
2024-05-08 06:25:59.241521,[authz_core:error],9efc47a1d5fb4ccaeeee347e973c6dbf,209.97.180.8:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-05-08 06:25:59.285224,[-:error],a9193f4098a01280b8b5633ceb34cf08,139.162.141.82:0,[client 139.162.141.82] ModSecurity: Access denied with code 406 (phase 2). String match '/.git/config' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430058'] [msg 'Malware.Expert - request_uri: .git config'] [hostname 'vatel.laboratoire-orphye.org'] [uri '/.git/config'] [unique_id 'Zjr-13Dta_Ck6LCDhsZlygAAAJY']
2024-05-08 06:25:59.335967,[core:error],378528174cf741e9c329a8fbe751c16f,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.336044,[core:error],378528174cf741e9c329a8fbe751c16f,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.388897,[core:error],36149076c3af867cd3b585b76a04399c,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.388954,[core:error],36149076c3af867cd3b585b76a04399c,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.414761,[-:error],fa1d1826f22523828b2b7d520fbe0372,209.97.180.8:0,[client 209.97.180.8] ModSecurity: Access denied with code 406 (phase 2). String match '/.git/config' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430058'] [msg 'Malware.Expert - request_uri: .git config'] [hostname 'www.laboratoire-orphye.org'] [uri '/.git/config'] [unique_id 'Zjr-16YV-FM0yVkozBa05QAAAAo']
2024-05-08 06:25:59.439600,[core:error],09a5a0444e25d5aeb10964b3c2a590b0,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.439666,[core:error],09a5a0444e25d5aeb10964b3c2a590b0,139.162.141.82:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 06:25:59.490518,[autoindex:error],b6a25d6a1bcf067e7d85445ef5f8d2c8,139.162.141.82:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 06:25:59.772637,[authz_core:error],6e1af651ad9a4c2afff643206000ef33,64.227.70.2:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-05-08 06:25:59.830950,[-:error],282a499da80ba56dfbf7535776c14e75,64.227.70.2:0,[client 64.227.70.2] ModSecurity: Access denied with code 406 (phase 2). String match '/.git/config' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430058'] [msg 'Malware.Expert - request_uri: .git config'] [hostname 'laboratoire-orphye.org'] [uri '/.git/config'] [unique_id 'Zjr-1xbGQZjslnSdOQVpeQAAAFM']
2024-05-08 06:26:01.047909,[authz_core:error],1ff8c9bc35209634aacbcde63be2438b,142.93.0.66:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env
2024-05-08 06:26:01.228232,[-:error],0a6ff899bfc7fb293f275934e955657c,142.93.0.66:0,[client 142.93.0.66] ModSecurity: Access denied with code 406 (phase 2). String match '/.git/config' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430058'] [msg 'Malware.Expert - request_uri: .git config'] [hostname 'laboratoire-orphye.org'] [uri '/.git/config'] [unique_id 'Zjr-2RbGQZjslnSdOQVpfwAAAFY']
2024-05-08 06:26:27.448308,[autoindex:error],66cfbadab5c4ddf5879577a49bb87329,195.211.77.140:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 06:27:38.676187,[autoindex:error],61e316bfeb2ec6263ce32698bba3113b,65.154.226.168:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 06:27:38.705447,[autoindex:error],12c02d5b9e0f565862654a4ae3d4c74a,34.97.148.241:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 06:28:09.251037,[autoindex:error],e6e81fa094c58425ed539a183c073191,65.154.226.168:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 07:06:02.517032,[autoindex:error],b1dc1a0bb161633b087a5e423f1f26d7,5.164.29.116:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 07:30:48.798409,[autoindex:error],5378214eaa31deafe3102af2d45dd802,205.169.39.116:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 07:49:59.666778,[autoindex:error],20e0a84155474c340ab09640e4fc2346,3.249.68.176:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 07:58:56.307449,[autoindex:error],823d71b63064a1f7ff319204dd058b21,104.164.173.131:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 08:00:17.494600,[autoindex:error],967348a8316d093cb9c8e7ba3cac4466,154.28.229.232:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 08:00:17.503249,[autoindex:error],7ce4ca629f46dee9fb8f910250e95e87,154.28.229.66:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 08:00:20.909839,[autoindex:error],f4df1dacdbe5e71af71d1c8b3f90af78,104.164.173.121:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 14:17:21.998807,[-:error],9d71834cc306f4c88046d0a274261634,23.83.135.243:0,"[client 23.83.135.243] ModSecurity: lws-antivirus skipped, file /tmp/20240508-141721-ZjttUW1SziSyQ3dYKp3S3QAAABQ-file-ENeetg size is 0 bytes [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjttUW1SziSyQ3dYKp3S3QAAABQ']"
2024-05-08 16:00:49.976549,[core:error],191da9e940c731a7a0ea800d0c78bc42,142.202.48.16:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 16:00:49.976793,[core:error],191da9e940c731a7a0ea800d0c78bc42,142.202.48.16:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 16:00:50.187230,[core:error],46763b09003b7b11f6630dba303e9f38,142.202.48.16:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 16:00:50.187321,[core:error],46763b09003b7b11f6630dba303e9f38,142.202.48.16:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 16:00:50.561568,[core:error],223e4615a0373dff58b5421ad340bb19,142.202.48.16:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 16:00:50.561620,[core:error],223e4615a0373dff58b5421ad340bb19,142.202.48.16:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 18:47:29.746472,[autoindex:error],0e8ac6950f7fbd6ac1226107d1520a71,47.254.85.182:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive"
2024-05-08 18:47:31.282084,[core:error],a7af339f9b89a443848a23ecc8f3e310,47.254.76.138:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 18:47:31.282137,[core:error],a7af339f9b89a443848a23ecc8f3e310,47.254.76.138:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 18:47:32.772455,[core:error],263ce39417688141b7ba88b6017af0d9,47.88.6.178:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
2024-05-08 18:47:32.772529,[core:error],263ce39417688141b7ba88b6017af0d9,47.88.6.178:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.
