time,function,request_id,ip,message,request
2024-04-23 11:32:28.799412,[core:error],b6bb7593203bea531a480414c9e18e9c,152.32.217.126:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-04-23 11:32:28.799621,[core:error],b6bb7593203bea531a480414c9e18e9c,152.32.217.126:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-04-23 17:47:09.832881,[-:error],ad8776ff6678f4afa7555ebc925ba675,212.102.33.212:0,"[client 212.102.33.212] ModSecurity: lws-antivirus skipped, file /tmp/20240423-174709-ZifX_dWbn4v3XkbMl3xg0gAAAE8-file-g7eY8G size is 0 bytes [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZifX_dWbn4v3XkbMl3xg0gAAAE8']",
2024-04-24 03:36:17.987200,[-:error],d24961a598583819c6bfa319232089d0,13.200.179.64:0,[client 13.200.179.64] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 64.179.200.13.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/xmlrpc.php'] [unique_id 'ZihiEenXwv0DH29lZ20zhQAAAAk'],
2024-04-24 03:36:18.525220,[-:error],fb113923e9a01aef9b7f8e7b88b2d60b,13.200.179.64:0,[client 13.200.179.64] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 64.179.200.13.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/wordpress/xmlrpc.php'] [unique_id 'ZihiErEeoJR0RgRwX7OC2AAAAMs'],
2024-04-24 03:36:19.071669,[-:error],d99ff85390120537850931c2a9b1908a,13.200.179.64:0,[client 13.200.179.64] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 64.179.200.13.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/wp/xmlrpc.php'] [unique_id 'ZihiE-nXwv0DH29lZ20ziAAAAAI'],
2024-04-25 00:29:46.488066,[-:error],43b538fa3875ee0452ee3c9e53693f3a,184.168.106.3:0,[client 184.168.106.3] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 3.106.168.184.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/xmlrpc.php'] [unique_id 'ZimH2pyNfucQ-ZNPu6c0owAAARc'],
2024-04-25 00:29:47.541762,[-:error],6d7570857f97e456f6232abe3e553b65,184.168.106.3:0,[client 184.168.106.3] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 3.106.168.184.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/wordpress/xmlrpc.php'] [unique_id 'ZimH25yNfucQ-ZNPu6c0pQAAAQc'],
2024-04-25 00:29:48.549486,[-:error],daafe9e651ef8e97fa90331f7c6bff42,184.168.106.3:0,[client 184.168.106.3] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 3.106.168.184.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/wp/xmlrpc.php'] [unique_id 'ZimH3BoCR_MJxdgjtHgz7AAAAMs'],
2024-04-25 01:25:45.917501,[-:error],dbe16e0e33ce543c5b5a98f156d2b6f3,109.69.108.136:0,[client 109.69.108.136] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 136.108.69.109.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZimU-XMsMK_zyjAfJ_wIIgAAAFM'],
2024-04-25 01:25:46.184123,[-:error],5ac0a414f80b44ef674eb004ef6a7edb,196.242.89.59:0,"[client 196.242.89.59] ModSecurity: lws-antivirus skipped, file /tmp/20240425-012546-ZimU-jJJYZhhKPepToycTwAAAI8-file-3e4rJo size is 0 bytes [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZimU-jJJYZhhKPepToycTwAAAI8']",
2024-04-25 02:05:28.860927,[-:error],3989b20aeb3202eebf8c4a3557be7e97,141.98.11.67:0,[client 141.98.11.67] ModSecurity: Access denied with code 406 (phase 2). Match of 'contains index.php' against 'REQUEST_URI' required. [file 'remote server'] [line '-1'] [id '570076'] [msg 'Malware.Expert - Malware'] [hostname 'laboratoire-orphye.org'] [uri '/inputs.php'] [unique_id 'ZimeSLTIfNi51aK9Yfb7sgAAAAY'],
2024-04-25 15:25:01.660704,[-:error],ae4da0b7883fbcaa7f3c5b56e93bd0a8,45.86.201.3:0,"[client 45.86.201.3] ModSecurity: lws-antivirus skipped, file /tmp/20240425-152501-ZipZrVOssxlM_m1r-pcrUQAAAJI-file-kCTTGR size is 0 bytes [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZipZrVOssxlM_m1r-pcrUQAAAJI']",
2024-04-26 20:28:47.508621,[authz_core:error],b123bfcc3bd376eb23f480a275722dc5,20.171.94.9:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
2024-04-27 06:27:14.595594,[core:error],43d828cb9410d61791e2a8f9c1dabb59,38.128.66.69:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-04-27 06:27:14.595873,[core:error],43d828cb9410d61791e2a8f9c1dabb59,38.128.66.69:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-04-27 06:27:15.082608,[core:error],f65ba24cae82c629f839ffb14c9f21ef,38.128.66.69:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-04-27 06:27:15.082657,[core:error],f65ba24cae82c629f839ffb14c9f21ef,38.128.66.69:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-04-27 06:27:15.672054,[core:error],8da97552798bc61d2419eedf37bdaa86,38.128.66.69:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-04-27 06:27:15.672101,[core:error],8da97552798bc61d2419eedf37bdaa86,38.128.66.69:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-04-27 17:02:17.326969,[autoindex:error],7461e0730af2f2dc6e800c2a01af58f9,199.45.154.65:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-04-27 19:30:00.289634,[autoindex:error],b881dec4d82c973dccf72db4f2a6d028,206.168.34.41:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-04-28 02:32:38.460132,[autoindex:error],f7b6c04746cbbffbc245246f05a541e4,87.236.176.112:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-04-28 03:46:39.580056,[autoindex:error],fc9cd3f5f10577c65df2b66ac8b57376,45.83.220.210:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-04-29 04:30:03.631326,[authz_core:error],4c72187381cb88c13f49889f9799e33f,78.153.140.218:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
2024-04-29 04:30:08.057173,[authz_core:error],e2084a5ef44f816834f29641146c9b04,78.153.140.218:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
2024-04-30 14:31:15.813138,[-:error],758f6e48f9f7109c60e0296947a1743c,196.199.40.250:0,[client 196.199.40.250] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 250.40.199.196.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjDkk1qgXSTeRbV7VsFK6AAAARA'],
2024-04-30 14:31:16.050168,[-:error],b96a4cdb62c8aaa6426fb98ebf1f621c,168.151.242.110:0,[client 168.151.242.110] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 110.242.151.168.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjDkk1qgXSTeRbV7VsFK6QAAAQ4'],
2024-04-30 14:31:17.019206,[-:error],ebde704f8b7f00ed8b9a021e249c757b,165.231.45.139:0,[client 165.231.45.139] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 139.45.231.165.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjDklFqgXSTeRbV7VsFK7QAAAQ8'],
2024-04-30 14:31:17.662337,[-:error],348cc0f0b224d49be7e76531ea55659f,196.196.31.215:0,[client 196.196.31.215] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 215.31.196.196.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjDkleClaqDQIhwB-1XimAAAAMg'],
2024-04-30 15:47:10.690121,[authz_core:error],582a555bbc8ef97c2562628493072a9e,162.240.101.126:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
2024-04-30 22:18:10.424599,[autoindex:error],caa488617adf6fb511fadc5de432c55e,92.118.39.244:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-01 11:51:28.903164,[-:error],3d900ffdabde01c46572552d08a1ca38,176.111.174.153:0,[client 176.111.174.153] ModSecurity: Access denied with code 406 (phase 1). RBL lookup of 153.174.111.176.rbl.malware.expert succeeded at REMOTE_ADDR. [file '/usr/share/modsecurity_lws/me_rbl.conf'] [line '1'] [id '400010'] [msg 'Malware host detected by rbl.malware.expert'] [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjIQoO5d8NxWOKj2WAREdwAAAAQ'],
2024-05-02 13:40:33.964800,[autoindex:error],8936ccf611025d0cf12b5c4ca93da496,206.189.200.250:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-02 13:40:34.361087,[autoindex:error],dcec2a1838f411e4770d99b053f3a62e,206.189.200.250:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-03 19:00:49.883393,[authz_core:error],088830115949779efebdabaaa8f99e60,159.65.171.174:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
2024-05-03 20:31:45.222230,[authz_core:error],c4e02c3514706b420b68e9d310449d73,185.132.125.108:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
2024-05-03 21:30:18.769481,[autoindex:error],92a826c1ecbfe9bbc4965df4ca14181e,199.45.154.76:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-03 22:22:09.278643,[autoindex:error],5e364b52b5209661da4ce096e7d6d95c,199.45.155.35:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-04 14:51:55.022509,[core:error],719a9859ea32ecc317cdb700854c2645,39.103.225.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-04 14:51:55.022762,[core:error],719a9859ea32ecc317cdb700854c2645,39.103.225.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-05 01:33:32.529271,[authz_core:error],bb684cdf759ee9d78c313fd935e88447,78.153.140.218:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/.env,
2024-05-05 17:12:23.618603,[autoindex:error],8902dc03ab5d5c41473ac3e7ef090cf2,87.236.176.186:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-06 02:36:27.665881,[autoindex:error],c51a8bb012140d6cfd7f6ea656e0adaa,167.94.138.62:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-06 04:11:22.530133,[autoindex:error],27396322b56846205b5b5f40a57fba6b,199.45.154.30:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-07 17:23:07.557469,[-:error],5a3414507c1520455f0b4538c7a75b81,85.203.47.154:0,"[client 85.203.47.154] ModSecurity: lws-antivirus skipped, file /tmp/20240507-172307-ZjpHW92VKKvtqFQh7cKv-wAAABY-file-P27XeG size is 0 bytes [hostname 'laboratoire-orphye.org'] [uri '/Contacts/'] [unique_id 'ZjpHW92VKKvtqFQh7cKv-wAAABY']",
2024-05-08 06:25:57.516096,[autoindex:error],d03633ba776a075ad1d6cd4fc57b0765,139.59.132.8:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-08 06:25:57.551972,[autoindex:error],607fc0e2f81f1ffe708291b023444219,139.59.132.8:0,"AH01276: Cannot serve directory /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/: No matching DirectoryIndex (index.php,index.cgi,index.html) found, and server-generated directory index forbidden by Options directive",
2024-05-08 06:25:57.591861,[core:error],169dd84ac1a0dd8067dca04e07447ea1,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.591938,[core:error],169dd84ac1a0dd8067dca04e07447ea1,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.628467,[core:error],b8b6a0df0faa1315bbb4b01ed9e6060f,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.628530,[core:error],b8b6a0df0faa1315bbb4b01ed9e6060f,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.667212,[core:error],e6f4b831d35d9fee1a69991cbd81a11c,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.667302,[core:error],e6f4b831d35d9fee1a69991cbd81a11c,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.707545,[core:error],d8cdd49339ec4312b5e266de94d39ba2,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.707620,[core:error],d8cdd49339ec4312b5e266de94d39ba2,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.744901,[core:error],4a36a95c4b62fe40dd21ddbce3553c81,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.744966,[core:error],4a36a95c4b62fe40dd21ddbce3553c81,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.781550,[core:error],747b8ffb60fa65df489f6c04cbbce300,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.781625,[core:error],747b8ffb60fa65df489f6c04cbbce300,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.818593,[core:error],c2b1b447daa9870334a8e445d835e8f3,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.818668,[core:error],c2b1b447daa9870334a8e445d835e8f3,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.858332,[core:error],057e5f8ae7cfa48f3d585412dd1e67fd,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.858413,[core:error],057e5f8ae7cfa48f3d585412dd1e67fd,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.895378,[core:error],c503118e6ed066b97cfc37db2fd28365,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.895457,[core:error],c503118e6ed066b97cfc37db2fd28365,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.932962,[core:error],ff14582a461bb253610cee2999a6e476,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.933020,[core:error],ff14582a461bb253610cee2999a6e476,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:57.967321,[authz_core:error],01268aa73af0b5e37cb2e6baf5443b76,139.59.132.8:0,AH01630: client denied by server configuration: /var/www/laboratoire-orphye.org/htdocs/vatel.laboratoire-orphye.org/.env,
2024-05-08 06:25:58.000683,[-:error],0bb678807bb25f3d7d91aff208ae8f98,139.59.132.8:0,[client 139.59.132.8] ModSecurity: Access denied with code 406 (phase 2). String match '/.git/config' at REQUEST_URI. [file 'remote server'] [line '-1'] [id '430058'] [msg 'Malware.Expert - request_uri: .git config'] [hostname 'vatel.laboratoire-orphye.org'] [uri '/.git/config'] [unique_id 'Zjr-1RbGQZjslnSdOQVpRgAAAEo'],
2024-05-08 06:25:58.037487,[core:error],9b63ecea548f6c390d7ab8e52aa84086,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:58.037556,[core:error],9b63ecea548f6c390d7ab8e52aa84086,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
2024-05-08 06:25:58.074496,[core:error],2cfcb988055ccbb71a6455d30cce1524,139.59.132.8:0,AH00124: Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary. Use 'LogLevel debug' to get a backtrace.,
